2I;484;999;235316743;114413183;120903560;97784715;102597642;13296680;14836954;811337;829592;2520451;2639372;8792370;8670476;89561020;94508644;12925631;14454793;740141;760477;2394021;2509170
2I;484;0;3591415;1837851;1753564;1501207;1422855;268614;265178;19192;18783;48838;46748;194406;185581;1319682;1249746;260215;257028;17573;17209;45975;44000
2I;484;1;3547656;1815328;1732328;1483858;1408652;263835;258174;18827;18140;48808;47362;193477;184659;1302816;1236040;255708;250259;17298;16661;46029;44709
2I;484;2;3509698;1794651;1715047;1463898;1391149;264609;259317;17863;17350;48281;47231;189882;181599;1286120;1221235;256649;251641;16404;15915;45596;44657
2I;484;3;3522222;1800881;1721341;1469826;1396011;265826;260571;17640;17246;47589;47513;184497;176471;1296711;1230699;258353;253294;16292;15901;45028;44976
2I;484;4;3492922;1785190;1707732;1450350;1379182;270906;265910;18030;17575;45904;45065;196222;190548;1267252;1201369;262454;257726;16000;15610;43262;42479
2I;484;5;3352138;1714283;1637855;1392572;1322291;261321;256642;17102;16284;43288;42638;184583;176907;1220435;1157371;253339;248929;15174;14447;40752;40201
2I;484;6;3313786;1695255;1618531;1386689;1315847;252245;247671;15501;15135;40820;39878;184402;177710;1214391;1149710;244499;240206;13606;13353;38357;37552
2I;484;7;3259825;1668653;1591172;1362229;1291487;249553;245167;15594;14636;41277;39882;183520;177062;1190594;1125786;241892;237766;13781;12925;38866;37633
2I;484;8;3081542;1578779;1502763;1288845;1219214;235717;230761;14820;14508;39397;38280;173635;166858;1126259;1062776;228512;224241;13157;12816;37216;36072
2I;484;9;3246986;1664224;1582762;1357752;1284360;247149;241828;16029;15554;43294;41020;178607;171947;1190772;1123071;239763;235067;14296;13952;40786;38725
2I;484;10;3229733;1655577;1574156;1343153;1269989;252546;246639;16175;15766;43703;41762;167614;160904;1186333;1119450;245729;240069;14674;14317;41227;39416
2I;484;11;3293429;1684168;1609261;1365810;1298039;258132;252989;16470;16147;43756;42086;167969;160553;1208642;1147855;251348;246470;14954;14669;41255;39714
2I;484;12;3517657;1797797;1719860;1465490;1394138;269778;265346;17460;16952;45069;43424;168848;163430;1307360;1241138;263175;258871;15878;15421;42536;41000
2I;484;13;3806679;1946786;1859893;1598492;1520490;284607;278996;18132;17624;45555;42783;173894;168349;1435865;1362935;277508;272192;16521;16080;42998;40337
2I;484;14;3716710;1901631;1815079;1566331;1488484;272570;267768;17630;17186;45100;41641;167801;162812;1409416;1336321;265789;261008;15997;15624;42628;39314
2I;484;15;3651378;1866823;1784555;1538692;1463895;267677;263903;17366;16711;43088;40046;164210;158710;1385050;1315845;260826;257010;15869;15198;40868;37792
2I;484;16;3605377;1843740;1761637;1513650;1440170;271940;267483;16711;15890;41439;38094;164513;157071;1359966;1293704;264778;260411;15253;14494;39230;35957
2I;484;17;3732561;1910802;1821759;1571360;1492451;280556;275084;17057;16527;41829;37697;172308;162348;1410736;1341164;272744;267668;15525;15104;39489;35475
2I;484;18;3798729;1931732;1866997;1586534;1527306;284855;284916;17583;16379;42760;38396;176167;163747;1422452;1375145;276771;277020;16033;14968;40309;36117
2I;484;19;4224903;2132344;2092559;1763464;1721768;301313;309182;19669;18605;47898;43004;196092;181423;1581017;1553279;292029;300420;17968;17038;45238;40399
2I;484;20;4304835;2174815;2130020;1813142;1764178;293399;304211;19497;18200;48777;43431;204300;183908;1623123;1593368;283832;295351;17679;16631;45881;40762
2I;484;21;4266189;2150767;2115422;1801005;1757879;282195;295634;18926;17486;48641;44423;212299;187889;1602978;1583100;272757;286978;17084;15857;45649;41598
2I;484;22;4294629;2163412;2131217;1826154;1778566;272006;291584;17600;16971;47652;44096;214218;184774;1626447;1606951;262392;282798;15729;15378;44626;41316
2I;484;23;4317001;2166493;2150508;1838819;1796211;264473;291092;16656;16619;46545;46586;216349;187382;1636604;1622241;255027;282224;14912;14983;43601;43678
2I;484;24;4370060;2194453;2175607;1863990;1815724;266049;293881;16369;16223;48045;49779;219445;188241;1659197;1640970;256306;284852;14601;14766;44904;46778
2I;484;25;4364910;2187121;2177789;1861321;1818793;261793;291435;15261;15606;48746;51955;210417;183225;1664809;1648714;252432;282708;13659;14176;45804;48966
2I;484;26;4368306;2186265;2182041;1864699;1826152;258273;287237;14177;14322;49116;54330;204794;181951;1673181;1657300;249529;278662;12542;12805;46219;51323
2I;484;27;4311728;2157087;2154641;1836338;1798579;255400;285450;14374;14866;50975;55746;195068;176892;1654254;1634371;246677;277142;12846;13422;48242;52814
2I;484;28;4040243;2014180;2026063;1717583;1692510;234269;264396;13894;14858;48434;54299;176150;163812;1552987;1540115;226653;257068;12452;13451;45938;51617
2I;484;29;4299260;2149026;2150234;1828764;1792948;250842;282603;13066;13133;56354;61550;183254;170197;1657566;1634398;242959;275137;11705;11937;53542;58565
2I;484;30;4128327;2053555;2074772;1752381;1736146;232256;264139;13372;13746;55546;60741;164550;158420;1598336;1589194;225578;257047;12074;12419;53017;57692
2I;484;31;3948964;1959523;1989441;1680533;1671192;210948;244923;13484;13920;54558;59406;152784;149444;1537640;1532306;204868;238468;12152;12653;52079;56570
2I;484;32;3892517;1931063;1961454;1656224;1647027;208755;243669;13638;14141;52446;56617;145129;142864;1520643;1514010;202750;237485;12429;12994;50112;54101
2I;484;33;3668369;1811702;1856667;1550204;1552663;197753;232366;13365;14560;50380;57078;137513;135742;1421542;1426430;192180;226568;12234;13408;48233;54519
2I;484;34;3747196;1858632;1888564;1593399;1583760;203342;235602;11554;12352;50337;56850;136785;135984;1465145;1457006;197781;229734;10647;11419;48274;54421
2I;484;35;3663553;1809651;1853902;1559650;1564096;191642;223402;11747;12911;46612;53493;125530;127202;1442148;1445790;186514;217816;10790;11935;44669;51159
2I;484;36;3674175;1808136;1866039;1580475;1596024;172543;206209;11131;12367;43987;51439;119290;122334;1468560;1481771;167917;201180;10236;11474;42133;49280
2I;484;37;3678847;1811958;1866889;1594004;1609867;165937;198041;10460;11166;41557;47815;113571;117626;1487561;1500179;161523;193126;9582;10273;39721;45685
2I;484;38;2701682;1324186;1377496;1151153;1171770;128058;155344;9227;9582;35748;40800;96662;100371;1060541;1078267;124381;151084;8449;8832;34153;38942
2I;484;39;2968956;1462793;1506163;1267094;1279280;147050;173887;9934;10535;38715;42461;101507;103983;1172162;1182546;142943;169306;9158;9766;37023;40562
2I;484;40;3004475;1474816;1529659;1286578;1310717;142115;168987;9781;10302;36342;39653;93160;99356;1199431;1218469;138302;164415;9053;9551;34870;37868
2I;484;41;2951093;1450155;1500938;1276185;1297986;131795;156849;8956;9584;33219;36519;87280;92798;1194206;1211439;128503;152784;8311;8933;31855;34984
2I;484;42;2638122;1294665;1343457;1125811;1146672;128888;153847;8579;8958;31387;33980;81806;85564;1049353;1067195;125380;149907;7985;8325;30141;32466
2I;484;43;2484601;1215208;1269393;1055518;1082476;120564;145455;8440;8696;30686;32766;80935;84281;979802;1004015;117217;141592;7835;8129;29419;31376
2I;484;44;2435550;1194690;1240860;1034548;1056293;124041;146689;7587;8277;28514;29601;79715;82376;960049;979745;120505;142772;7103;7716;27318;28251
2I;484;45;2391169;1170759;1220410;1014355;1040453;120652;143714;7457;7647;28295;28596;74379;78853;944988;967318;117410;139782;6961;7127;27021;27330
2I;484;46;2336993;1141185;1195808;995442;1022418;112641;139196;7061;7399;26041;26795;72227;76189;927759;951379;109699;135653;6593;6929;24907;25658
2I;484;47;2257897;1100503;1157394;955857;988501;111688;135445;7011;7262;25947;26186;69705;74328;890907;919159;108483;132054;6571;6794;24837;25059
2I;484;48;2144165;1045291;1098874;917678;948346;98814;120419;6116;6548;22683;23561;64739;68918;856882;883858;96210;117310;5734;6156;21726;22632
2I;484;49;2305048;1126620;1178428;989086;1016911;107639;129416;6689;6825;23206;25276;69104;72599;924133;948841;104789;126304;6276;6357;22318;24327
2I;484;50;2130114;1031763;1098351;899233;942340;104965;124887;6141;6636;21424;24488;60597;65973;842538;880833;102308;121771;5721;6195;20599;23579
2I;484;51;2110025;1020467;1089558;897477;939996;97813;120113;5648;6294;19529;23155;58271;63621;842766;880344;95371;117370;5275;5901;18784;22322
2I;484;52;2168652;1044907;1123745;921341;972162;99086;122724;5494;6179;18986;22680;58754;62454;866027;913477;96659;120047;5159;5830;18308;21937
2I;484;53;2259533;1088823;1170710;966875;1020348;98581;121961;5306;6007;18061;22394;60632;65533;909652;958847;96178;119099;4980;5631;17381;21600
2I;484;54;2306404;1115190;1191214;989400;1037553;102330;125145;5575;5966;17885;22550;60963;66035;931841;975576;99953;122334;5198;5575;17235;21694
2I;484;55;2258503;1076638;1181865;953259;1030537;100996;123402;5275;5905;17108;22021;56075;62263;900419;972418;98727;120468;4941;5538;16476;21178
2I;484;56;2320326;1105524;1214802;988854;1070075;95916;118567;4823;5394;15931;20766;54000;59222;937830;1014440;93845;116061;4519;5063;15330;20016
2I;484;57;2298915;1084052;1214863;964781;1068168;98610;120951;4878;5294;15783;20450;51097;58192;916690;1013732;96497;118304;4578;4958;15190;19677
2I;484;58;2186390;1026468;1159922;918176;1026512;88850;109639;4586;4812;14856;18959;47255;53461;873609;976419;87035;107374;4297;4480;14272;18188
2I;484;59;2322783;1086908;1235875;975455;1098261;91235;113292;4651;5258;15567;19064;47866;54263;930352;1047299;89351;111008;4333;4949;15006;18356
2I;484;60;2265991;1053399;1212592;940173;1071620;93080;117265;4578;5146;15568;18561;45383;49518;897449;1025495;91220;114875;4296;4839;15051;17865
2I;484;61;2160505;1004344;1156161;901379;1027053;84147;107336;4285;4648;14533;17124;41837;46488;861855;983608;82547;105255;4038;4351;14067;16459
2I;484;62;2195339;1020854;1174485;921982;1049217;80674;104378;4136;4496;14062;16394;39521;44486;884591;1007511;79207;102363;3908;4263;13627;15862
2I;484;63;2105699;982295;1123404;890954;1006010;74821;98040;3736;4141;12784;15213;36009;41711;856870;966921;73511;96205;3521;3914;12384;14653
2I;484;64;2038933;937743;1101190;847375;984151;74415;97883;3583;4106;12370;15050;34690;40877;814631;945978;73067;95964;3396;3900;11959;14471
2I;484;65;1964119;893596;1070523;804060;953857;74956;98847;3326;3814;11254;14005;29312;36098;776564;920282;73653;97026;3162;3619;10905;13498
2I;484;66;1932401;875587;1056814;794247;949661;68208;90858;2834;3461;10298;12834;28255;35011;767672;916909;67022;89253;2676;3280;9962;12361
2I;484;67;1841466;820485;1020981;739335;912974;67908;91876;2856;3397;10386;12734;24761;32468;716289;882751;66738;90260;2673;3222;10024;12280
2I;484;68;1728879;764512;964367;690546;864756;61523;84751;2737;3198;9706;11662;23269;30550;668721;836130;60523;83380;2590;3042;9409;11265
2I;484;69;1721727;745276;976451;669304;871660;63334;89973;2629;3487;10009;11331;23103;31568;647761;842258;62244;88430;2530;3318;9638;10877
2I;484;70;1630671;701056;929615;630583;831858;58692;84288;2397;3119;9384;10350;21543;29574;610470;804224;57794;82887;2283;2966;8966;9964
2I;484;71;1564334;665159;899175;602347;810929;52041;75863;2299;2975;8472;9408;20670;28773;583027;783923;51198;74599;2175;2829;8089;9051
2I;484;72;1473969;619280;854689;560497;770411;48574;72945;2185;2737;8024;8596;19078;26754;542762;745362;47802;71736;2058;2593;7580;8244
2I;484;73;1382194;572505;809689;520370;732493;43023;66744;1965;2524;7147;7928;18464;25854;503137;707985;42312;65804;1837;2410;6755;7636
2I;484;74;1331923;541302;790621;489642;714894;42767;65704;1741;2593;7152;7430;17037;24011;473712;692395;42143;64587;1663;2475;6747;7153
2I;484;75;1242502;498130;744372;449902;673907;40080;61458;1609;2332;6539;6675;15651;21709;435293;653437;39478;60567;1524;2224;6184;6435
2I;484;76;1147529;449990;697539;406332;633198;36205;56282;1534;2171;5919;5888;14321;20017;392967;614237;35633;55549;1455;2074;5614;5662
2I;484;77;1068588;409726;658862;369454;598307;33320;53072;1479;2041;5473;5442;13436;19041;356961;580312;32790;52285;1407;1960;5132;5264
2I;484;78;979825;368833;610992;333457;556866;29341;47445;1243;1819;4792;4862;12452;17482;321793;540283;28859;46794;1191;1745;4538;4688
2I;484;79;900501;331754;568747;298717;516882;27549;45678;1159;1667;4329;4520;11395;16444;288081;501264;27120;45095;1083;1586;4075;4358
2I;484;80;799179;286687;512492;258332;467024;23894;40179;1007;1411;3454;3878;9939;14063;249041;453652;23484;39677;955;1351;3268;3749
2I;484;81;712502;248586;463916;227558;428462;17360;30867;809;1205;2859;3382;8683;12365;219371;416713;17050;30425;768;1155;2714;3258
2I;484;82;637251;219558;417693;200838;385521;15694;28270;669;1049;2357;2853;7508;10839;193771;375167;15441;27907;632;1013;2206;2767
2I;484;83;581344;195110;386234;178791;356859;13701;25870;561;931;2057;2574;7352;11334;171849;346050;13436;25476;527;886;1946;2488
2I;484;84;525639;171621;354018;156525;326141;12747;24489;539;853;1810;2535;5577;8415;151287;318098;12525;24209;510;821;1722;2475
2I;484;85;456575;145529;311046;131783;286862;11509;21370;515;743;1722;2071;4286;6556;127819;280642;11287;21101;499;708;1638;2039
2I;484;86;391624;121033;270591;109880;250323;9328;17851;449;663;1376;1754;3414;5449;106729;245155;9144;17624;424;632;1322;1731
2I;484;87;334232;99530;234702;90248;217219;7803;15454;370;562;1109;1467;2822;4771;87702;212691;7594;15264;357;529;1055;1447
2I;484;88;277356;79864;197492;72445;183107;6306;12769;310;477;803;1139;2559;4194;70151;179093;6114;12630;291;446;749;1129
2I;484;89;250033;71558;178475;63924;163625;6869;13447;288;461;477;942;2275;3579;61899;160223;6688;13305;264;446;432;922
2I;484;90;198455;55040;143415;49868;132268;4669;10069;200;370;303;708;1729;2887;48302;129531;4542;9957;187;345;280;695
2I;484;91;159899;42800;117099;39241;108399;3179;7820;143;269;237;611;1321;2384;38018;106142;3102;7723;133;255;226;595
2I;484;92;130276;34483;95793;31582;88324;2555;6674;110;228;236;567;1042;1968;30603;86452;2514;6605;99;218;225;550
2I;484;93;104139;27369;76770;24934;70643;2119;5445;98;184;218;498;794;1574;24174;69149;2102;5391;93;174;206;482
2I;484;94;79846;20318;59528;18403;54607;1597;4300;82;155;236;466;596;1240;17837;53432;1580;4260;76;147;229;449
2I;484;95;56689;13687;43002;12285;39426;1094;3102;75;111;233;363;411;906;11897;38575;1081;3065;74;101;224;355
2I;484;96;41509;9921;31588;8799;28916;877;2327;63;85;182;260;301;655;8518;28299;867;2302;61;80;174;252
2I;484;97;30370;7220;23150;6313;21002;753;1902;39;65;115;181;207;482;6119;20551;748;1882;36;61;110;174
2I;484;98;20952;4850;16102;4242;14585;543;1352;23;48;42;117;142;347;4110;14270;540;1328;21;44;37;113
2I;484;99;14978;3380;11598;2894;10489;479;1067;3;12;4;30;121;259;2788;10257;471;1044;0;10;0;28
2I;484;100;20949;3268;17681;2131;15268;995;2316;36;33;106;64;282;566;1902;14768;958;2265;32;27;94;55
2I;784;999;235824902;114670261;121154641;97952671;102755014;13334536;14877930;818651;837001;2564403;2684696;8887175;8752761;89647140;94595732;12955719;14488771;745581;766194;2434646;2551183
2I;784;0;3571901;1827580;1744321;1492396;1416137;267343;262677;19021;18695;48820;46812;194535;185956;1310919;1242794;258841;254464;17370;17082;45915;44025
2I;784;1;3543520;1814369;1729151;1482260;1404878;263611;258108;19014;18276;49484;47889;194016;184916;1300934;1232249;255348;250057;17437;16754;46634;45175
2I;784;2;3534437;1807001;1727436;1472698;1400054;266834;261487;18396;17845;49073;48050;192936;184633;1292270;1227505;258609;253560;16878;16351;46308;45387
2I;784;3;3527196;1803180;1724016;1472282;1398805;264790;259434;17678;17411;48430;48366;187178;179156;1296826;1231145;257122;251973;16271;15999;45783;45743
2I;784;4;3517851;1798167;1719684;1460458;1388004;272453;267897;18070;17564;47186;46219;194859;188384;1278424;1212095;264193;259858;16172;15737;44519;43610
2I;784;5;3397284;1736786;1660498;1410696;1340301;264137;259920;17376;16462;44577;43815;188642;181432;1234907;1171231;255900;251983;15375;14552;41962;41300
2I;784;6;3297294;1686787;1610507;1377812;1307891;251453;246439;15736;15312;41786;40865;184264;177330;1205885;1142358;243589;238876;13791;13476;39258;38467
2I;784;7;3315974;1698460;1617514;1385490;1312013;255415;250062;15712;14878;41843;40561;185415;178909;1212288;1144792;247594;242479;13820;13097;39343;38237
2I;784;8;3064081;1568656;1495425;1280583;1212828;233172;229333;15060;14606;39841;38658;175671;168895;1116307;1054723;225775;222569;13320;12849;37583;36389
2I;784;9;3263292;1672566;1590726;1362868;1289308;250161;244525;16092;15651;43445;41242;180978;174149;1193782;1126077;242582;237648;14298;13964;40926;38888
2I;784;10;3229060;1656180;1572880;1345483;1270739;250632;244296;16114;15681;43951;42164;169309;162377;1187161;1118802;243678;237668;14605;14238;41427;39795
2I;784;11;3266693;1670826;1595867;1353451;1286127;256391;251439;16502;16185;44482;42116;168606;161447;1195832;1135230;249495;244820;14965;14686;41928;39684
2I;784;12;3449276;1763061;1686215;1433508;1362789;266519;262433;17331;16812;45703;44181;167805;161896;1276470;1211396;259903;255915;15742;15271;43141;41737
2I;784;13;3779052;1933101;1845951;1583062;1505019;285351;279447;18214;17732;46474;43753;174031;168631;1420413;1347292;278233;272623;16577;16159;43847;41246
2I;784;14;3726194;1906975;1819219;1574473;1495775;269146;263840;17953;17445;45403;42159;171448;165923;1414298;1340839;262151;256869;16259;15844;42819;39744
2I;784;15;3672874;1876526;1796348;1541662;1468906;272552;268878;17520;16929;44792;41635;166193;160893;1386308;1318885;265589;261920;15964;15356;42472;39294
2I;784;16;3611198;1847347;1763851;1516563;1442455;271328;266265;16823;15952;42633;39179;165821;157750;1361653;1295405;264145;259171;15342;14533;40386;36992
2I;784;17;3715408;1902548;1812860;1564599;1484862;278236;272937;17073;16472;42640;38589;173027;162640;1403397;1333430;270350;265473;15516;15023;40258;36294
2I;784;18;3765596;1914222;1851374;1571064;1513161;282278;282825;17352;16275;43528;39113;176161;163699;1407126;1361186;274131;274846;15778;14847;41026;36796
2I;784;19;4165555;2102844;2062711;1735460;1693456;299273;307052;19580;18410;48531;43793;196804;181553;1552534;1525007;289876;298207;17844;16829;45786;41115
2I;784;20;4298672;2174402;2124270;1810678;1757605;294508;304341;19553;18296;49663;44028;205341;184936;1619918;1586023;284717;295301;17714;16700;46712;41310
2I;784;21;4268470;2153429;2115041;1801478;1755768;283277;296300;19111;17625;49563;45348;214418;189181;1601697;1579977;273607;287461;17223;15976;46484;42446
2I;784;22;4269317;2150675;2118642;1812735;1766120;271565;290580;17803;17021;48572;44921;215897;186226;1611601;1593238;261816;281710;15893;15393;45468;42075
2I;784;23;4342912;2180344;2162568;1848649;1805964;267171;292617;16867;16815;47657;47172;219649;189318;1643577;1630348;257458;283562;15044;15139;44616;44201
2I;784;24;4350012;2183804;2166208;1854716;1806141;263927;293164;16579;16434;48582;50469;223691;191433;1646095;1628625;253919;283883;14760;14898;45339;47369
2I;784;25;4368689;2189331;2179358;1859794;1817707;264256;293008;15502;15822;49779;52821;214045;185277;1660136;1645836;254610;284123;13832;14372;46708;49750
2I;784;26;4356026;2181376;2174650;1860964;1820195;256494;285308;14369;14516;49549;54631;207580;183310;1667007;1650261;247497;276531;12730;12993;46562;51555
2I;784;27;4379658;2190884;2188774;1865378;1827252;258776;289434;14278;14707;52452;57381;198678;179344;1680029;1660939;249867;280924;12690;13220;49620;54347
2I;784;28;4039434;2015327;2024107;1717093;1689890;234973;264520;14151;15059;49110;54638;179040;165979;1549969;1535632;227109;256980;12660;13609;46549;51907
2I;784;29;4314856;2157255;2157601;1833586;1797055;253211;284421;13572;13803;56886;62322;187241;173289;1658834;1635786;245021;276708;12131;12527;54028;59291
